QKEY,INTERVIEW_START_W132,INTERVIEW_END_W132,DEVICE_TYPE_W132,LANG_W132,FORM_W132,XDENOM_W132,IMPWOMPRES_W132,LIKELYWOMPRES_W132,ALTID_a_W132,ALTID_b_W132,ALTID_c_W132,ALTID_d_W132,ALTID_e_W132,NONRELIGIOUS_W132,SPIRIMP_W132,SPIRESSENT1_a_W132,SPIRESSENT1_b_W132,SPIRESSENT1_c_W132,SPIRESSENT1_d_W132,SPIRESSENT1_e_W132,SPIRESSENT1_f_W132,SPIRESSENT1_g_W132,SPIRESSENT1_h_W132,SPIRESSENT1_i_W132,SPIRESSENT1_j_W132,SPIRACT1_a_W132,SPIRACT1_b_W132,SPIRACT1_c_W132,SPIRACT1_d_W132,SPIRACT1_e_W132,SPIRACT2_a_W132,SPIRACT2_b_W132,SPIRACT2_c_W132,SPIRACT2_d_W132,SPIRACT2_e_W132,RTWRNG_a_W132,RTWRNG_b_W132,RTWRNG_c_W132,RTWRNG_d_W132,RTWRNG_e_W132,RTWRNG_f_W132,RTWRNG_g_W132,GOD_W132,GODBIBLE_W132,HGHPWR_W132,MISSINGGOD_W132,SPIREXIST_W132,SPIRTYPE_W132,SPIRENC_W132,BEYONDEXP_W132,SOUL_W132,BELIEVE_a_W132,BELIEVE_b_W132,DTHLKE_a_W132,DTHLKE_b_W132,DTHLKE_c_W132,DTHLKE_d_W132,DTHLKE_e_W132,DTHLKE_f_W132,SPIRSPEAK_W132,SPIREXP_a_W132,SPIREXP_b_W132,SPIREXP_c_W132,SPIREXP_d_W132,SPIRENERGY_a_W132,SPIRENERGY_b_W132,SPIRENERGY_c_W132,SPIRENERGY_d_W132,SPIRTHINGS_a_W132,SPIRTHINGS_b_W132,SPIRTHINGS_c_W132,SPIRTHINGS_d_W132,SPIRTHINGS_e_W132,SPIRCOM1_a_W132,SPIRCOM1_b_W132,SPIRCOM1_c_W132,SPIRCOM2a_W132,SPIRCOM2b_W132,SPIRCOM2c_W132,SECMEMB_W132,SECBEL1_W132,SECBEL2_W132,SPIRWORLD_W132,RELIMPACT_W132,SCIMPACT_W132,CHRELIG_W132,LIFEDIR_W132,LIFESPIR_W132,RELEFFECT_a_W132,RELEFFECT_b_W132,RELEFFECT_c_W132,RELEFFECT_d_W132,WHYNONE_MOD_a_W132,WHYNONE_MOD_b_W132,WHYNONE_MOD_c_W132,WHYNONE_MOD_d_W132,WHYNONE_MOD_e_W132,WHYNONE_MOD_f_W132,AI_HEARD_W132,CNCEXC_W132,AIHLPHRT_a_W132,AIHLPHRT_b_W132,AIHLPHRT_c_W132,AIHLPHRT_d_W132,AIHLPHRT_e_W132,AIHLPHRT_f_W132,AIHLPHRT_g_W132,AIHLPHRT_h_W132,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W132
108035,2023-08-02T14:40:39Z,2023-08-02T14:52:45Z,2,1,1,2,5,4,99,2,2,1,2,2,2,2,1,3,1,3,1,3,3,3,3,7,5,6,5,7,NA,2,NA,2,NA,1,1,5,3,1,2,2,1,1,NA,NA,1,3,2,2,1,1,1,3,3,3,4,4,4,2,4,4,5,5,2,2,2,2,2,2,2,2,1,1,2,1,3,NA,2,2,2,1,2,2,2,1,3,3,2,4,1,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,1,4,8,3,3,1,3,1,2,NA,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,9,1,2,1,3,0.9609052272192619
108348,2023-08-03T20:11:48Z,2023-08-03T20:23:07Z,1,1,1,2,5,4,1,2,2,2,2,2,1,3,3,3,1,3,1,3,3,3,3,7,2,7,1,7,NA,5,NA,5,NA,1,5,5,2,3,1,3,1,1,NA,NA,1,3,1,1,1,1,1,4,4,4,4,4,1,2,1,1,1,4,2,2,1,2,2,2,2,2,1,1,2,2,2,NA,NA,2,2,1,2,2,3,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,1,4,8,1,3,2,2,3,2,NA,1,1,1,1,1,6,1,1,1,2,3,1,1,1,1,3,2,2,2,2,0.7246254764016926
108435,2023-08-04T08:31:48Z,2023-08-04T08:44:16Z,1,1,1,2,4,3,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,3,2,6,3,3,2,6,NA,2,1,2,NA,2,2,2,4,3,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,3,3,3,3,3,2,1,3,2,4,3,1,2,1,1,1,2,2,1,1,1,2,2,4,NA,NA,2,2,2,2,2,3,2,3,3,1,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,NA,NA,NA,NA,1,2,3,2,3,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,1,9,2,2,2,3,0.6579329491100706
108592,2023-08-01T20:12:00Z,2023-08-01T20:41:33Z,2,1,2,2,3,3,1,2,2,1,2,2,99,1,1,1,1,1,1,3,3,1,2,7,5,7,5,7,NA,2,NA,2,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,4,2,2,3,4,5,1,1,4,4,1,2,2,2,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,1,2,2,2,1,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,3,1,2,3,2,4,2,2,4,2,NA,1,2,2,1,1,5,1,1,1,2,2,NA,2,3,1,3,3,1,1,2,0.4286168959403544
109143,2023-08-01T18:33:43Z,2023-08-01T18:55:36Z,2,1,1,2,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,6,6,7,NA,5,NA,NA,NA,3,3,4,2,3,2,3,1,2,NA,NA,1,4,2,2,1,1,1,2,2,2,3,3,5,2,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,2,1,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,NA,NA,NA,NA,1,3,5,2,2,2,3,2,2,NA,1,1,1,1,1,3,1,2,1,5,1,NA,1,2,1,4,3,1,1,2,0.5080024575754625
109188,2023-08-02T09:37:06Z,2023-08-02T19:31:40Z,2,1,1,2,3,3,1,99,99,1,99,2,1,1,2,2,1,1,1,2,1,1,3,3,1,3,3,4,1,1,4,2,2,1,2,1,1,2,2,1,1,1,NA,NA,1,3,1,1,1,1,2,2,1,1,4,5,1,1,1,3,3,1,1,2,1,1,2,2,2,1,1,1,1,2,3,2,NA,2,2,99,99,3,2,2,3,3,1,4,1,2,NA,NA,NA,NA,NA,NA,1,3,3,3,3,99,NA,NA,NA,NA,1,2,3,2,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,4,3,2,2,3,1,5,3,2,2,2,0.2988638910218199
109299,2023-08-04T23:12:19Z,2023-08-04T23:39:30Z,2,1,2,1,6,3,99,99,99,1,99,2,2,2,2,3,2,1,1,2,2,1,2,1,3,1,6,7,2,5,1,NA,NA,4,2,1,3,3,2,2,NA,NA,NA,2,3,NA,NA,2,1,2,2,3,3,3,3,3,5,2,4,2,5,3,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,99,3,3,11,4,3,2,4,1,3,5,1,3,3,4,3,2,2,NA,NA,NA,NA,2,3,3,3,1,4,9,3,4,1,2,4,2,NA,1,4,4,1,1,1,12,NA,3,5,1,NA,1,1,1,4,2,3,2,2,0.5080497580534401
110041,2023-08-01T21:18:55Z,2023-08-01T21:34:47Z,1,1,1,2,5,2,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,3,7,NA,2,NA,2,NA,4,2,4,2,3,1,2,2,NA,1,NA,2,NA,NA,2,2,2,2,3,3,3,4,4,3,2,5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,4,2,1,2,1,2,3,2,2,2,1,3,2,3,3,5,2,5,5,5,1,2,3,1,3,3,NA,NA,NA,NA,1,3,5,3,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,1,9,2,2,1,3,0.17577751814906814
110129,2023-08-02T07:29:34Z,2023-08-02T07:49:36Z,2,1,1,2,5,3,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,3,1,3,7,1,2,1,2,NA,1,1,3,4,3,2,1,1,1,NA,NA,1,3,1,1,1,1,1,3,3,5,4,4,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,4,1,1,4,1,2,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,NA,NA,NA,NA,1,2,4,2,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,3,2,2,1,2,0.30846164520242625
110550,2023-08-01T19:16:22Z,2023-08-01T19:36:54Z,2,1,2,2,5,99,1,2,2,1,2,2,1,3,1,1,1,1,1,2,3,1,1,3,3,3,3,6,2,3,2,3,NA,1,2,5,1,2,4,2,NA,NA,NA,1,3,NA,NA,1,1,1,2,5,5,5,4,5,5,2,3,4,3,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,NA,2,2,2,2,2,2,2,1,1,2,4,2,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,3,3,3,3,1,3,6,2,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,9,2,1,2,3,0.5777890766173162
111646,2023-08-03T13:38:52Z,2023-08-03T14:11:19Z,2,1,2,2,2,3,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,3,5,3,3,7,4,2,2,2,NA,1,1,2,1,1,1,1,NA,NA,NA,1,1,3,2,1,1,1,99,5,5,2,4,4,1,2,1,3,3,1,2,2,2,2,2,2,2,2,2,1,2,1,2,NA,3,2,2,99,2,2,2,3,4,1,2,3,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,2,3,1,1,4,8,2,4,2,1,5,2,NA,1,1,1,1,1,1,3,2,4,2,2,NA,2,3,1,9,3,3,1,3,0.3016659646076163
111927,2023-08-02T12:50:07Z,2023-08-02T16:59:13Z,2,1,2,1,5,3,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,6,1,6,4,99,NA,5,NA,2,NA,2,2,1,3,2,4,2,NA,NA,NA,2,99,NA,NA,1,99,1,1,2,2,2,2,2,2,1,3,4,4,4,2,1,1,1,2,2,2,2,2,1,2,2,3,NA,NA,2,2,2,99,3,1,1,3,3,2,2,2,1,4,4,3,4,4,4,2,1,NA,NA,NA,NA,2,2,2,2,1,2,3,3,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,5,4,1,1,2,1,1,3,4,99,1,0.8791882170950897
112238,2023-08-01T19:02:58Z,2023-08-01T19:18:16Z,2,1,2,1,6,3,99,99,99,1,99,2,2,2,3,1,1,2,1,2,2,1,2,7,5,6,3,7,NA,5,NA,2,NA,3,1,1,2,2,1,1,NA,NA,NA,1,3,NA,NA,2,1,1,2,2,5,2,3,3,2,1,3,4,4,4,1,2,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,2,2,2,2,3,3,12,3,3,1,3,2,2,5,5,4,3,5,3,2,3,NA,NA,NA,NA,1,2,3,1,1,4,8,3,4,2,3,2,2,NA,1,1,1,1,1,2,12,NA,3,5,1,NA,1,2,1,6,3,2,2,2,1.0497946801546927
112517,2023-08-03T14:39:33Z,2023-08-05T11:56:44Z,2,1,2,2,6,1,1,2,2,1,2,2,1,3,1,3,1,2,1,2,3,3,1,4,2,4,3,6,1,1,2,2,NA,1,3,3,4,3,3,2,NA,NA,NA,1,1,3,1,2,1,1,1,2,4,4,4,4,1,2,3,1,4,1,2,2,2,1,2,2,2,2,2,1,2,2,2,NA,NA,2,2,1,2,3,3,1,3,1,2,4,1,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,3,3,3,1,2,3,2,3,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,9,3,2,1,2,0.3881341591792589
112613,2023-08-05T22:06:12Z,2023-08-05T22:16:05Z,1,1,2,2,3,4,1,2,2,1,2,2,3,2,1,2,2,99,99,99,99,99,99,7,5,7,4,7,NA,99,NA,99,NA,3,2,2,1,2,1,2,NA,NA,NA,1,1,4,1,2,1,1,1,2,2,2,4,4,2,1,5,5,5,5,99,99,99,99,1,2,2,2,1,1,2,2,3,NA,NA,3,1,2,99,99,99,1,3,99,99,99,2,99,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,99,99,99,99,1,3,5,2,4,2,1,6,2,NA,1,1,1,1,1,6,1,2,1,4,1,NA,1,2,1,9,3,3,2,3,0.43930407149193945
112984,2023-08-01T23:55:03Z,2023-08-02T00:22:17Z,2,1,2,1,1,3,99,99,99,1,99,2,4,3,3,3,3,1,3,1,3,2,2,6,2,3,4,6,NA,1,1,3,NA,5,2,3,3,3,3,2,NA,NA,NA,2,1,3,1,1,1,99,99,5,5,5,5,5,5,2,4,1,4,2,1,2,1,2,2,2,2,2,2,2,1,2,NA,4,NA,2,2,2,2,1,3,5,2,3,3,2,2,2,2,4,1,4,3,99,1,2,NA,NA,NA,NA,3,3,3,3,1,3,5,2,3,2,1,5,2,NA,1,1,1,1,1,1,12,NA,3,5,2,NA,2,4,1,7,5,3,1,2,0.22743785299466943
113274,2023-08-02T22:07:35Z,2023-08-02T22:11:29Z,2,1,1,2,2,2,1,99,99,99,99,2,2,1,1,1,1,1,1,1,1,1,1,3,4,5,3,5,5,3,4,3,3,3,3,3,2,3,3,3,1,1,NA,NA,99,NA,NA,99,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,99,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,NA,NA,NA,NA,1,1,1,1,3,1,1,5,2,NA,1,3,5,1,1,6,1,2,1,4,2,NA,2,3,1,2,2,1,2,1,0.22508863465869644
113412,2023-08-01T18:24:13Z,2023-08-01T18:35:32Z,1,1,1,1,6,2,1,99,99,99,99,2,1,2,2,2,2,1,1,2,2,1,2,6,1,1,3,7,NA,1,1,1,NA,1,1,1,1,1,3,1,1,1,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,12,3,4,2,1,1,4,5,1,1,3,3,5,1,2,1,3,1,3,NA,NA,NA,NA,1,3,7,2,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,1,3,2,2,2,2,0.4725117191405617
113565,2023-08-01T19:50:28Z,2023-08-01T20:09:41Z,2,1,2,2,5,5,1,2,2,1,2,2,1,3,3,3,1,3,1,3,3,3,2,7,3,7,3,7,NA,5,NA,2,NA,1,3,5,2,2,3,2,NA,NA,NA,1,1,2,1,2,1,1,1,4,4,4,4,4,1,2,1,4,2,4,2,2,2,2,2,2,2,2,2,1,2,2,3,NA,NA,2,2,2,2,2,1,1,4,1,1,4,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,3,3,1,2,3,6,3,4,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,2,NA,2,3,1,5,2,3,2,2,0.39596029790651477
114197,2023-08-01T18:16:36Z,2023-08-01T18:31:05Z,2,1,1,2,4,4,2,2,2,1,2,2,2,2,3,1,2,1,1,3,1,1,1,7,6,6,5,7,NA,NA,NA,2,NA,3,1,1,3,1,1,1,1,2,NA,NA,3,NA,NA,2,1,1,1,2,2,2,5,5,2,1,4,4,5,4,2,2,1,1,2,2,2,2,1,2,2,2,NA,NA,NA,2,2,2,2,2,3,2,2,1,1,4,2,3,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,NA,NA,NA,NA,1,1,2,2,3,2,1,5,2,NA,1,1,1,1,1,5,2,2,2,6,3,1,1,2,1,3,3,1,1,2,0.3206571495633087
114671,2023-08-01T17:28:05Z,2023-08-01T17:48:54Z,2,1,1,2,5,5,1,2,2,1,2,2,1,3,3,1,1,1,1,3,3,1,3,7,5,3,4,7,NA,5,2,2,NA,5,1,4,5,5,1,5,1,2,NA,NA,2,NA,NA,1,1,2,2,3,3,3,4,2,3,2,3,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,3,1,1,2,1,2,4,2,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,NA,NA,NA,NA,1,4,8,2,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,3,1,1,1,1,9,2,2,1,2,0.21619194094233868
114898,2023-08-05T14:08:16Z,2023-08-05T14:18:42Z,2,1,2,2,5,1,1,2,2,1,2,2,1,3,1,3,1,3,1,3,3,3,2,7,3,6,3,7,NA,5,NA,2,NA,1,1,4,2,1,3,3,NA,NA,NA,1,1,3,2,2,1,1,1,2,2,3,4,3,1,2,3,3,4,4,2,2,2,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,1,2,2,3,1,1,4,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,2,3,3,2,2,4,3,4,2,1,6,2,NA,1,1,1,1,1,1,1,2,1,2,1,NA,1,1,1,9,2,2,1,3,0.3552455981158751
115295,2023-08-02T12:24:17Z,2023-08-02T12:38:29Z,1,1,1,2,5,1,1,2,2,1,2,2,1,3,1,3,1,3,1,2,3,1,2,2,6,1,3,7,1,NA,4,2,NA,1,2,3,1,2,2,2,1,1,NA,NA,1,3,2,2,1,1,1,4,4,4,4,4,1,2,1,1,5,5,1,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,2,2,2,2,3,3,12,4,1,4,3,4,2,NA,NA,NA,NA,NA,NA,1,2,3,3,2,2,NA,NA,NA,NA,1,4,9,2,4,1,2,4,2,NA,1,4,4,1,1,6,1,1,1,2,1,NA,1,1,1,5,2,2,2,2,0.5166700750362087
115546,2023-08-01T17:06:11Z,2023-08-01T17:12:28Z,1,1,1,1,5,3,2,2,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,6,2,2,2,2,NA,5,1,2,2,2,2,2,2,NA,1,NA,3,NA,NA,2,2,2,2,4,4,4,4,3,4,2,4,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,11,2,2,2,2,2,2,4,2,5,3,4,5,1,1,3,1,1,1,NA,NA,NA,NA,2,2,4,3,3,1,1,5,2,NA,1,1,1,1,1,1,10,NA,3,6,3,1,1,2,3,9,3,2,1,3,0.496376309232006
116151,2023-08-02T01:10:37Z,2023-08-02T01:50:34Z,2,1,2,2,5,3,1,99,99,1,99,2,1,2,2,3,1,2,1,3,3,99,99,1,1,2,2,7,6,6,1,2,NA,1,1,2,1,1,3,1,NA,NA,NA,1,1,3,1,1,1,1,1,1,4,3,3,4,2,1,1,3,4,2,2,2,2,2,2,2,2,2,1,1,99,1,1,NA,2,2,2,1,2,2,2,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,1,1,1,4,8,2,4,2,3,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,5,1,1,1.3013002815418702
116182,2023-08-01T17:23:05Z,2023-08-01T17:36:31Z,2,1,2,1,5,5,2,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,4,7,NA,5,NA,5,NA,5,3,5,3,2,5,2,NA,NA,NA,3,3,NA,NA,2,1,1,1,5,5,5,5,3,5,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,99,99,1,3,1,4,4,2,4,2,2,4,2,3,3,4,3,2,3,NA,NA,NA,NA,3,2,3,1,1,4,8,2,4,1,2,3,2,NA,1,1,1,1,1,1,12,NA,3,5,1,NA,1,1,1,9,2,2,2,3,0.38300893646335354
116264,2023-08-02T01:03:47Z,2023-08-02T01:25:11Z,1,1,1,2,6,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,6,3,5,2,7,NA,5,4,2,NA,1,2,1,1,2,1,1,1,1,NA,NA,1,1,1,2,1,1,1,1,1,1,5,1,1,1,3,4,3,4,1,1,1,1,1,2,1,2,1,1,2,2,2,NA,NA,2,2,2,2,2,3,2,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,2,3,2,1,2,2,NA,NA,NA,NA,1,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,99,2,2,2,3,1,NA,1,2,1,3,3,3,2,2,0.6673024349418581
116422,2023-08-01T21:02:46Z,2023-08-02T14:38:37Z,1,1,2,1,6,3,2,2,2,2,1,1,2,2,3,2,1,3,2,2,2,2,2,6,6,5,5,7,NA,NA,2,2,NA,5,1,2,2,2,2,2,NA,NA,NA,1,1,3,1,1,1,1,99,2,2,2,2,5,5,1,3,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,1,2,3,2,2,2,1,5,1,3,1,3,5,2,2,NA,NA,NA,NA,1,3,2,2,1,2,4,2,4,2,3,2,2,NA,1,1,1,1,1,5,12,NA,3,4,3,99,9,9,1,3,3,2,1,1,0.8143853675503122
116439,2023-08-04T10:00:57Z,2023-08-04T10:15:28Z,3,1,2,2,4,3,1,2,2,1,2,2,1,2,1,3,1,2,1,2,3,1,2,3,3,3,3,6,1,5,2,2,NA,2,3,2,3,3,3,2,NA,NA,NA,1,1,3,2,1,1,1,1,3,3,3,3,4,2,2,3,1,3,3,2,2,2,1,2,2,2,2,2,1,2,1,2,NA,3,1,2,2,2,2,2,1,4,1,1,3,1,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,3,1,1,4,8,2,4,2,1,5,2,NA,1,1,1,1,1,6,1,1,1,2,3,1,1,2,1,3,3,2,1,2,0.2792723006779381
116591,2023-08-02T08:11:54Z,2023-08-02T08:30:53Z,1,1,2,1,2,3,99,99,99,1,99,2,3,3,3,3,3,3,3,2,2,3,2,7,7,7,6,7,NA,NA,NA,NA,NA,5,3,3,1,1,3,2,NA,NA,NA,2,1,4,2,1,2,1,1,5,5,5,5,3,5,1,4,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,3,3,1,4,4,2,4,2,2,5,5,5,3,5,2,3,3,NA,NA,NA,NA,3,3,3,3,1,3,5,2,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,3,1,1,2,1,3,3,2,2,2,0.8434302170281531
116617,2023-08-02T10:27:37Z,2023-08-02T10:36:46Z,1,1,1,2,2,1,2,2,2,1,1,1,1,3,3,1,3,1,3,1,1,1,1,1,3,1,3,6,4,4,4,2,NA,5,1,2,1,2,4,2,2,NA,1,NA,1,3,2,1,1,2,2,2,2,2,3,5,5,1,1,3,4,2,1,2,1,2,2,2,2,2,2,2,1,1,NA,3,1,2,1,2,2,1,2,12,2,1,3,2,3,1,2,2,2,1,3,5,2,2,1,3,3,2,NA,NA,NA,NA,1,3,6,2,3,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,3,2,2,3,1,9,3,1,1,3,0.2643316144802781
116832,2023-08-02T20:13:29Z,2023-08-02T20:29:15Z,2,1,2,2,5,3,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,7,3,6,6,7,NA,6,NA,NA,NA,1,4,1,1,3,1,3,NA,NA,NA,1,2,NA,NA,2,1,1,1,3,3,5,3,5,2,2,4,1,5,4,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,2,2,1,2,2,3,1,4,4,1,4,1,4,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,2,2,1,2,3,2,4,1,1,5,2,NA,1,1,1,1,1,6,1,2,1,5,4,1,1,1,1,7,1,2,2,3,0.2692166123494935
116861,2023-08-03T09:48:16Z,2023-08-03T10:05:59Z,1,1,1,2,5,3,1,2,2,1,2,2,1,3,1,3,1,1,1,3,3,2,1,1,3,1,3,7,6,5,6,2,NA,1,2,4,4,4,3,3,1,1,NA,NA,1,3,1,1,1,1,1,4,4,4,4,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,2,2,2,2,1,1,1,1,3,2,3,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,1,2,3,3,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,9,1,2,1,3,0.30846164520242625
116998,2023-08-04T00:59:33Z,2023-08-04T01:23:26Z,2,1,2,2,3,3,1,99,99,99,99,2,1,2,2,2,1,2,1,2,2,1,2,6,3,5,2,5,NA,2,4,2,2,2,2,2,3,3,2,3,NA,NA,NA,1,1,3,1,1,1,1,1,2,2,2,2,5,2,1,4,3,3,4,1,99,1,1,2,2,2,2,2,1,2,2,3,NA,NA,2,2,2,2,2,2,1,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,3,3,1,2,3,2,3,2,1,6,2,NA,1,2,2,1,1,3,1,2,1,2,2,NA,2,4,1,99,4,2,2,99,0.3047522628056089
117214,2023-08-01T17:35:05Z,2023-08-01T17:41:02Z,1,1,2,1,3,5,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,6,NA,5,4,2,NA,5,2,3,2,3,3,1,NA,NA,NA,3,3,NA,NA,1,2,2,2,3,3,3,3,3,3,2,4,1,4,4,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,1,1,2,1,4,2,3,1,3,1,3,1,1,3,3,5,1,3,NA,NA,NA,NA,2,2,2,2,1,1,1,3,2,1,1,6,2,NA,1,1,1,1,1,1,10,NA,3,5,3,2,2,4,1,7,5,1,2,2,0.4989749907163954
117395,2023-08-02T01:23:46Z,2023-08-02T01:34:20Z,3,1,2,1,3,3,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,2,7,NA,2,6,2,NA,5,2,3,2,3,5,3,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,3,5,5,1,2,1,2,2,2,2,2,2,2,2,1,NA,NA,3,2,1,2,1,1,2,1,2,2,3,2,3,1,2,2,2,5,5,5,2,3,NA,NA,NA,NA,1,2,3,2,1,4,9,1,4,2,1,5,2,NA,1,1,1,1,1,5,12,NA,3,6,2,NA,2,3,1,9,3,2,1,3,0.19306277013328452
118060,2023-08-03T08:06:33Z,2023-08-03T08:32:20Z,1,1,2,2,5,1,2,2,2,1,2,2,2,3,3,3,2,1,2,1,3,2,2,6,1,3,3,7,NA,6,2,2,NA,3,2,5,2,5,2,1,NA,NA,NA,2,1,3,1,1,1,1,2,3,2,3,3,3,2,1,4,1,4,1,1,1,1,1,2,2,1,2,2,2,2,1,NA,NA,1,2,2,2,2,3,2,2,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,3,1,1,1,3,5,3,3,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,1,3,2,2,2,2,0.556879974088041
